Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1824130,-,b'Texas',b'United States',31.66,-106.29,-7,1113,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,Cloud Type,Wind Speed,Wind Direction,DHI,DNI,GHI,Solar Zenith Angle
2021,1,1,21,0,0,0.30000000000000004,55,0,0,0,137.4
2021,1,1,22,0,0,0.2,30,0,0,0,150.12
2021,1,1,23,0,0,0.2,319,0,0,0,162.34
2021,1,2,0,0,0,0.4,281,0,0,0,170.99
2021,1,2,1,0,0,0.7000000000000001,270,0,0,0,165.72
2021,1,2,2,0,0,0.9,262,0,0,0,153.96
2021,1,2,3,0,0,1,256,0,0,0,141.31
2021,1,2,4,0,0,0.9,248,0,0,0,128.56
2021,1,2,5,0,0,1,237,0,0,0,115.95
2021,1,2,6,0,0,1.2000000000000002,233,0,0,0,103.64
2021,1,2,7,0,1,1.2000000000000002,232,0,0,0,91.83
2021,1,2,8,0,0,2.8000000000000003,232,34,699,147,80.69
2021,1,2,9,0,0,3,238,49,889,341,70.83
2021,1,2,10,0,0,3.7,253,57,970,503,62.660000000000004
2021,1,2,11,0,0,4.3,264,67,990,607,56.96
2021,1,2,12,0,0,4.6000000000000005,270,69,1004,651,54.53
2021,1,2,13,0,0,4.9,275,68,996,628,55.800000000000004
2021,1,2,14,0,0,4.800000000000001,278,69,953,538,60.550000000000004
2021,1,2,15,0,0,3.9000000000000004,277,61,883,391,68.03
2021,1,2,16,0,7,1.7000000000000002,272,70,380,152,77.43
2021,1,2,17,0,7,1.7000000000000002,270,16,0,16,87.97
2021,1,2,18,0,0,2,272,0,0,0,99.84
2021,1,2,19,0,0,2.3000000000000003,275,0,0,0,112.01
2021,1,2,20,0,8,2.4000000000000004,278,0,0,0,124.55
2021,1,2,21,0,8,2.4000000000000004,281,0,0,0,137.27
2021,1,2,22,0,7,2.4000000000000004,282,0,0,0,149.98
2021,1,2,23,0,1,2.2,283,0,0,0,162.20000000000002
2021,1,3,0,0,7,2,282,0,0,0,170.88
2021,1,3,1,0,0,1.8,280,0,0,0,165.74
2021,1,3,2,0,0,1.7000000000000002,279,0,0,0,154.01
2021,1,3,3,0,0,1.7000000000000002,279,0,0,0,141.37
2021,1,3,4,0,0,1.6,277,0,0,0,128.62
2021,1,3,5,0,0,1.6,273,0,0,0,116
2021,1,3,6,0,0,1.6,274,0,0,0,103.69
2021,1,3,7,0,1,1.6,282,0,0,0,91.86
2021,1,3,8,0,0,2.9000000000000004,286,34,697,146,80.71000000000001
2021,1,3,9,0,0,2.7,282,48,890,340,70.83
2021,1,3,10,0,0,3.2,286,56,973,503,62.63
2021,1,3,11,0,0,4,284,60,1013,613,56.9
2021,1,3,12,0,0,4.4,282,61,1018,653,54.43
2021,1,3,13,0,0,4.5,281,63,1007,631,55.68
2021,1,3,14,0,0,4.5,280,66,954,537,60.410000000000004
2021,1,3,15,0,7,4,279,115,526,313,67.89
2021,1,3,16,0,0,1.7000000000000002,276,43,738,205,77.29
2021,1,3,17,0,0,1.6,270,15,307,26,87.84
2021,1,3,18,0,0,1.7000000000000002,267,0,0,0,99.7
2021,1,3,19,0,0,1.8,265,0,0,0,111.87
2021,1,3,20,0,1,1.9000000000000001,265,0,0,0,124.41
2021,1,3,21,0,0,2,267,0,0,0,137.13
2021,1,3,22,0,0,2.1,270,0,0,0,149.85
2021,1,3,23,0,0,2.1,273,0,0,0,162.05
2021,1,4,0,0,0,2.1,278,0,0,0,170.75
2021,1,4,1,0,0,2,284,0,0,0,165.75
2021,1,4,2,0,0,1.8,291,0,0,0,154.06
2021,1,4,3,0,0,1.7000000000000002,304,0,0,0,141.43
2021,1,4,4,0,0,1.7000000000000002,321,0,0,0,128.67000000000002
2021,1,4,5,0,0,1.7000000000000002,336,0,0,0,116.05
2021,1,4,6,0,1,1.7000000000000002,344,0,0,0,103.73
2021,1,4,7,0,1,1.7000000000000002,349,0,0,0,91.89
2021,1,4,8,0,0,2.9000000000000004,351,33,683,143,80.72
2021,1,4,9,0,0,2.3000000000000003,344,46,878,334,70.82000000000001
2021,1,4,10,0,0,2.8000000000000003,1,53,960,496,62.59
2021,1,4,11,0,0,2.5,20,69,978,605,56.83
2021,1,4,12,0,0,1.5,25,71,994,651,54.33
2021,1,4,13,0,0,0.8,52,69,989,628,55.550000000000004
2021,1,4,14,0,0,0.7000000000000001,106,62,965,541,60.27
2021,1,4,15,0,0,0.9,130,55,899,396,67.74
2021,1,4,16,0,0,0.5,149,42,754,210,77.14
2021,1,4,17,0,0,0.6000000000000001,134,15,339,29,87.7
2021,1,4,18,0,0,1,103,0,0,0,99.55
2021,1,4,19,0,0,1.5,95,0,0,0,111.73
2021,1,4,20,0,0,1.7000000000000002,96,0,0,0,124.27
2021,1,4,21,0,0,1.7000000000000002,102,0,0,0,136.99
2021,1,4,22,0,0,1.7000000000000002,109,0,0,0,149.71
2021,1,4,23,0,0,1.6,117,0,0,0,161.9
2021,1,5,0,0,0,1.6,123,0,0,0,170.62
2021,1,5,1,0,0,1.5,127,0,0,0,165.75
2021,1,5,2,0,0,1.5,133,0,0,0,154.1
2021,1,5,3,0,4,1.4000000000000001,141,0,0,0,141.48
2021,1,5,4,0,7,1.4000000000000001,148,0,0,0,128.72
2021,1,5,5,0,4,1.4000000000000001,152,0,0,0,116.09
2021,1,5,6,0,4,1.4000000000000001,157,0,0,0,103.76
2021,1,5,7,0,8,1.3,166,0,0,0,91.92
2021,1,5,8,0,0,2.6,177,38,603,135,80.73
2021,1,5,9,0,1,2.5,191,56,811,323,70.8
2021,1,5,10,0,0,3.1,219,67,900,482,62.550000000000004
2021,1,5,11,0,0,3.6,239,72,946,591,56.75
2021,1,5,12,0,0,4.4,256,73,963,636,54.22
2021,1,5,13,0,7,5,262,238,400,465,55.42
2021,1,5,14,0,7,5.1000000000000005,267,190,444,411,60.120000000000005
2021,1,5,15,0,0,4.4,272,60,852,386,67.58
2021,1,5,16,0,7,1.9000000000000001,278,79,309,148,76.99
2021,1,5,17,0,7,1.7000000000000002,284,16,0,16,87.56
2021,1,5,18,0,7,1.7000000000000002,285,0,0,0,99.41
2021,1,5,19,0,8,2,288,0,0,0,111.59
2021,1,5,20,0,0,2.5,292,0,0,0,124.13000000000001
2021,1,5,21,0,0,3,302,0,0,0,136.86
2021,1,5,22,0,0,3,314,0,0,0,149.56
2021,1,5,23,0,0,2.8000000000000003,327,0,0,0,161.75
2021,1,6,0,0,0,2.8000000000000003,336,0,0,0,170.48
2021,1,6,1,0,0,2.9000000000000004,340,0,0,0,165.75
2021,1,6,2,0,0,3.1,341,0,0,0,154.14000000000001
2021,1,6,3,0,1,3,342,0,0,0,141.52
2021,1,6,4,0,0,2.9000000000000004,341,0,0,0,128.77
2021,1,6,5,0,0,2.7,345,0,0,0,116.13
2021,1,6,6,0,0,2.4000000000000004,354,0,0,0,103.79
2021,1,6,7,0,1,2.2,7,0,0,0,91.93
2021,1,6,8,0,0,3.5,23,33,719,148,80.73
2021,1,6,9,0,0,3.1,44,46,909,346,70.78
2021,1,6,10,0,0,2.5,41,54,990,511,62.49
2021,1,6,11,0,0,2.3000000000000003,16,58,1028,623,56.660000000000004
2021,1,6,12,0,0,2.4000000000000004,358,59,1043,670,54.1
2021,1,6,13,0,0,2.6,348,58,1038,649,55.28
2021,1,6,14,0,0,2.6,337,55,1010,560,59.96
2021,1,6,15,0,0,2.5,327,49,949,413,67.42
2021,1,6,16,0,0,1.2000000000000002,318,38,816,224,76.83
2021,1,6,17,0,0,1.3,315,16,423,35,87.41
2021,1,6,18,0,0,1.1,318,0,0,0,99.26
2021,1,6,19,0,0,0.8,319,0,0,0,111.44
2021,1,6,20,0,0,0.6000000000000001,305,0,0,0,123.99000000000001
2021,1,6,21,0,0,0.5,275,0,0,0,136.71
2021,1,6,22,0,0,0.5,252,0,0,0,149.42000000000002
2021,1,6,23,0,0,0.5,232,0,0,0,161.6
2021,1,7,0,0,0,0.5,205,0,0,0,170.33
2021,1,7,1,0,0,0.6000000000000001,190,0,0,0,165.73
2021,1,7,2,0,0,0.7000000000000001,194,0,0,0,154.17000000000002
2021,1,7,3,0,1,0.7000000000000001,201,0,0,0,141.57
2021,1,7,4,0,8,0.5,196,0,0,0,128.81
2021,1,7,5,0,0,0.4,168,0,0,0,116.17
2021,1,7,6,0,0,0.4,144,0,0,0,103.82000000000001
2021,1,7,7,0,1,0.5,141,0,0,0,91.94
2021,1,7,8,0,0,0.9,149,35,705,149,80.72
2021,1,7,9,0,0,1.2000000000000002,154,51,883,342,70.75
2021,1,7,10,0,0,1,187,61,965,508,62.440000000000005
2021,1,7,11,0,0,1.4000000000000001,244,66,1005,620,56.57
2021,1,7,12,0,0,2.1,274,68,1009,662,53.980000000000004
2021,1,7,13,0,0,2.5,285,69,1001,641,55.13
2021,1,7,14,0,0,2.7,288,66,969,553,59.800000000000004
2021,1,7,15,0,0,2.6,292,57,905,407,67.26
2021,1,7,16,0,0,1.2000000000000002,303,44,766,221,76.67
2021,1,7,17,0,0,0.8,324,17,370,35,87.26
2021,1,7,18,0,0,0.4,21,0,0,0,99.10000000000001
2021,1,7,19,0,0,0.6000000000000001,110,0,0,0,111.29
2021,1,7,20,0,0,1,132,0,0,0,123.84
2021,1,7,21,0,0,1.3,145,0,0,0,136.57
2021,1,7,22,0,0,1.4000000000000001,158,0,0,0,149.28
2021,1,7,23,0,0,1.5,169,0,0,0,161.44
2021,1,8,0,0,0,1.5,177,0,0,0,170.18
2021,1,8,1,0,0,1.5,178,0,0,0,165.71
2021,1,8,2,0,0,1.4000000000000001,176,0,0,0,154.20000000000002
2021,1,8,3,0,0,1.1,168,0,0,0,141.6
2021,1,8,4,0,0,1,147,0,0,0,128.85
2021,1,8,5,0,8,1.1,128,0,0,0,116.2
2021,1,8,6,0,8,1.3,122,0,0,0,103.84
2021,1,8,7,0,8,1.3,121,0,0,0,91.95
2021,1,8,8,0,8,2.4000000000000004,121,48,391,111,80.71000000000001
2021,1,8,9,0,8,2.7,123,49,807,316,70.71000000000001
2021,1,8,10,0,8,2.4000000000000004,124,90,759,442,62.370000000000005
2021,1,8,11,0,0,1.9000000000000001,130,71,985,616,56.47
2021,1,8,12,0,0,1.2000000000000002,140,72,1004,664,53.85
2021,1,8,13,0,0,0.6000000000000001,196,69,1002,644,54.97
2021,1,8,14,0,0,0.7000000000000001,244,66,971,557,59.64
2021,1,8,15,0,0,0.6000000000000001,251,58,906,411,67.09
2021,1,8,16,0,0,0.30000000000000004,286,46,764,224,76.51
2021,1,8,17,0,0,0.6000000000000001,49,18,361,37,87.11
2021,1,8,18,0,0,1.6,82,0,0,0,98.95
2021,1,8,19,0,0,2.5,93,0,0,0,111.15
2021,1,8,20,0,0,3.5,99,0,0,0,123.7
2021,1,8,21,0,1,4.2,104,0,0,0,136.43
2021,1,8,22,0,0,4.3,104,0,0,0,149.13
2021,1,8,23,0,0,4.4,107,0,0,0,161.28
2021,1,9,0,0,0,4.5,109,0,0,0,170.02
2021,1,9,1,0,8,4.4,110,0,0,0,165.68
2021,1,9,2,0,8,4.2,109,0,0,0,154.22
2021,1,9,3,0,0,4.1000000000000005,107,0,0,0,141.63
2021,1,9,4,0,4,4.1000000000000005,107,0,0,0,128.88
2021,1,9,5,0,1,4.1000000000000005,109,0,0,0,116.23
2021,1,9,6,0,0,4.1000000000000005,111,0,0,0,103.85000000000001
2021,1,9,7,0,7,4.4,118,0,0,0,91.95
2021,1,9,8,0,0,4.9,129,41,606,139,80.69
2021,1,9,9,0,0,4.800000000000001,142,60,828,334,70.67
2021,1,9,10,0,0,4,156,70,923,499,62.300000000000004
2021,1,9,11,0,0,3.1,185,75,968,612,56.370000000000005
2021,1,9,12,0,0,3.1,230,77,985,660,53.71
2021,1,9,13,0,0,3.9000000000000004,262,77,978,640,54.81
2021,1,9,14,0,1,4,278,73,946,553,59.46
2021,1,9,15,0,0,3.3000000000000003,299,66,871,407,66.92
2021,1,9,16,0,0,1.3,337,53,700,218,76.34
2021,1,9,17,0,0,1.3,16,21,269,35,86.96000000000001
2021,1,9,18,0,0,1.3,35,0,0,0,98.79
2021,1,9,19,0,7,1.6,36,0,0,0,110.99000000000001
2021,1,9,20,0,7,2,30,0,0,0,123.55
2021,1,9,21,0,7,2.5,36,0,0,0,136.28
2021,1,9,22,0,0,2.5,46,0,0,0,148.98
2021,1,9,23,0,0,1.9000000000000001,55,0,0,0,161.12
2021,1,10,0,0,0,1.6,57,0,0,0,169.85
2021,1,10,1,0,0,1.5,55,0,0,0,165.65
2021,1,10,2,0,0,1.6,51,0,0,0,154.23
2021,1,10,3,0,0,1.4000000000000001,46,0,0,0,141.66
2021,1,10,4,0,0,1.4000000000000001,42,0,0,0,128.9
2021,1,10,5,0,4,1.5,42,0,0,0,116.25
2021,1,10,6,0,1,1.7000000000000002,51,0,0,0,103.86
2021,1,10,7,0,4,2.6,59,0,0,0,91.95
2021,1,10,8,0,1,4.800000000000001,65,48,530,134,80.67
2021,1,10,9,0,4,5.300000000000001,64,35,0,35,70.62
2021,1,10,10,0,4,5.1000000000000005,63,99,0,99,62.22
2021,1,10,11,0,4,4.6000000000000005,61,130,0,130,56.25
2021,1,10,12,0,4,4.1000000000000005,59,167,4,170,53.56
2021,1,10,13,0,4,3.6,60,156,2,157,54.64
2021,1,10,14,0,4,3.3000000000000003,60,204,30,220,59.29
2021,1,10,15,0,4,3,60,116,0,116,66.74
2021,1,10,16,0,4,2.5,64,42,0,42,76.16
2021,1,10,17,0,4,1.4000000000000001,78,11,0,11,86.79
2021,1,10,18,0,4,1.9000000000000001,91,0,0,0,98.64
2021,1,10,19,0,0,2.4000000000000004,100,0,0,0,110.84
2021,1,10,20,0,0,2.8000000000000003,106,0,0,0,123.4
2021,1,10,21,0,0,3,109,0,0,0,136.14000000000001
2021,1,10,22,0,0,2.8000000000000003,112,0,0,0,148.83
2021,1,10,23,0,0,2.4000000000000004,116,0,0,0,160.96
2021,1,11,0,0,4,2.3000000000000003,123,0,0,0,169.68
2021,1,11,1,0,0,2.3000000000000003,129,0,0,0,165.6
2021,1,11,2,0,0,1.8,133,0,0,0,154.24
2021,1,11,3,0,0,1.5,136,0,0,0,141.68
2021,1,11,4,0,0,1.4000000000000001,138,0,0,0,128.93
2021,1,11,5,0,0,1.6,136,0,0,0,116.26
2021,1,11,6,0,0,1.6,131,0,0,0,103.87
2021,1,11,7,0,0,2,129,0,0,0,91.94
2021,1,11,8,0,0,2.5,128,43,607,142,80.64
2021,1,11,9,0,0,2.7,110,64,823,338,70.57000000000001
2021,1,11,10,0,0,2.7,99,76,917,505,62.13
2021,1,11,11,0,0,2.7,92,92,938,615,56.13
2021,1,11,12,0,8,2.7,88,237,457,510,53.410000000000004
2021,1,11,13,0,7,2.8000000000000003,86,230,456,495,54.47
2021,1,11,14,0,7,2.8000000000000003,83,159,574,454,59.1
2021,1,11,15,0,7,2.7,80,143,427,312,66.56
2021,1,11,16,0,7,1.7000000000000002,79,79,378,171,75.99
2021,1,11,17,0,4,1,82,21,44,24,86.63
2021,1,11,18,0,7,1.1,89,0,0,0,98.48
2021,1,11,19,0,7,1.1,97,0,0,0,110.69
2021,1,11,20,0,8,1.1,106,0,0,0,123.25
2021,1,11,21,0,8,1,114,0,0,0,135.99
2021,1,11,22,0,7,1,123,0,0,0,148.68
2021,1,11,23,0,7,0.9,133,0,0,0,160.79
2021,1,12,0,0,0,0.9,142,0,0,0,169.5
2021,1,12,1,0,0,0.9,151,0,0,0,165.55
2021,1,12,2,0,0,0.7000000000000001,166,0,0,0,154.24
2021,1,12,3,0,0,0.5,202,0,0,0,141.70000000000002
2021,1,12,4,0,0,0.5,241,0,0,0,128.94
2021,1,12,5,0,0,0.5,239,0,0,0,116.27
2021,1,12,6,0,0,0.6000000000000001,216,0,0,0,103.87
2021,1,12,7,0,0,0.7000000000000001,218,0,0,0,91.92
2021,1,12,8,0,0,1.7000000000000002,234,39,654,146,80.60000000000001
2021,1,12,9,0,0,1.9000000000000001,270,58,870,348,70.51
2021,1,12,10,0,0,2.1,288,68,959,518,62.04
2021,1,12,11,0,0,2.4000000000000004,299,72,1005,634,56.01
2021,1,12,12,0,0,2.7,305,74,1021,685,53.25
2021,1,12,13,0,0,2.7,306,72,1017,666,54.29
2021,1,12,14,0,0,2.7,304,69,988,579,58.92
2021,1,12,15,0,0,2.6,301,61,928,433,66.37
2021,1,12,16,0,0,1.3,298,48,794,242,75.81
2021,1,12,17,0,0,1.4000000000000001,295,20,429,47,86.47
2021,1,12,18,0,0,1.4000000000000001,293,0,0,0,98.31
2021,1,12,19,0,0,1.4000000000000001,287,0,0,0,110.53
2021,1,12,20,0,0,1.4000000000000001,276,0,0,0,123.10000000000001
2021,1,12,21,0,0,1.4000000000000001,269,0,0,0,135.84
2021,1,12,22,0,0,1.5,270,0,0,0,148.53
2021,1,12,23,0,0,1.6,281,0,0,0,160.62
2021,1,13,0,0,0,1.7000000000000002,296,0,0,0,169.31
2021,1,13,1,0,0,1.6,305,0,0,0,165.48
2021,1,13,2,0,0,1.4000000000000001,303,0,0,0,154.24
2021,1,13,3,0,0,1.2000000000000002,281,0,0,0,141.71
2021,1,13,4,0,0,1.3,253,0,0,0,128.95
2021,1,13,5,0,0,1.5,243,0,0,0,116.28
2021,1,13,6,0,0,1.5,251,0,0,0,103.86
2021,1,13,7,0,0,1.6,270,0,0,0,91.9
2021,1,13,8,0,0,2.9000000000000004,281,35,706,151,80.56
2021,1,13,9,0,0,2.8000000000000003,279,50,902,352,70.44
2021,1,13,10,0,0,3.7,283,58,986,522,61.940000000000005
2021,1,13,11,0,0,4,285,64,1023,638,55.870000000000005
2021,1,13,12,0,0,4.1000000000000005,283,65,1028,682,53.09
2021,1,13,13,0,0,4.2,280,64,1024,664,54.1
2021,1,13,14,0,0,4.2,281,65,990,579,58.72
2021,1,13,15,0,0,3.9000000000000004,281,58,930,433,66.19
2021,1,13,16,0,0,1.9000000000000001,282,45,790,241,75.63
2021,1,13,17,0,0,1.7000000000000002,283,20,423,48,86.3
2021,1,13,18,0,0,1.7000000000000002,277,0,0,0,98.15
2021,1,13,19,0,4,1.7000000000000002,270,0,0,0,110.38
2021,1,13,20,0,4,1.9000000000000001,268,0,0,0,122.95
2021,1,13,21,0,7,2.1,268,0,0,0,135.69
2021,1,13,22,0,7,2.4000000000000004,275,0,0,0,148.37
2021,1,13,23,0,0,2.6,287,0,0,0,160.45000000000002
2021,1,14,0,0,4,2.5,300,0,0,0,169.12
2021,1,14,1,0,7,2.2,310,0,0,0,165.41
2021,1,14,2,0,7,2,313,0,0,0,154.23
2021,1,14,3,0,7,1.9000000000000001,309,0,0,0,141.71
2021,1,14,4,0,4,1.9000000000000001,301,0,0,0,128.96
2021,1,14,5,0,7,1.9000000000000001,299,0,0,0,116.28
2021,1,14,6,0,1,1.8,294,0,0,0,103.85000000000001
2021,1,14,7,0,8,1.9000000000000001,291,0,0,0,91.88
2021,1,14,8,0,1,3.1,289,35,694,150,80.52
2021,1,14,9,0,0,2.4000000000000004,279,50,892,350,70.37
2021,1,14,10,0,0,2.3000000000000003,331,58,977,519,61.84
2021,1,14,11,0,0,3.7,9,59,1022,634,55.730000000000004
2021,1,14,12,0,4,3.5,2,258,400,499,52.910000000000004
2021,1,14,13,0,7,3.8000000000000003,345,243,433,498,53.910000000000004
2021,1,14,14,0,7,4,332,77,880,536,58.53
2021,1,14,15,0,7,3.7,323,176,225,268,65.99
2021,1,14,16,0,0,1.8,317,42,821,249,75.45
2021,1,14,17,0,3,1.7000000000000002,312,24,91,30,86.14
2021,1,14,18,0,0,1.5,289,0,0,0,97.99000000000001
2021,1,14,19,0,0,1.6,270,0,0,0,110.22
2021,1,14,20,0,0,1.6,275,0,0,0,122.8
2021,1,14,21,0,0,1.6,296,0,0,0,135.54
2021,1,14,22,0,0,1.9000000000000001,324,0,0,0,148.22
2021,1,14,23,0,0,2.2,343,0,0,0,160.27
2021,1,15,0,0,0,2.3000000000000003,353,0,0,0,168.92000000000002
2021,1,15,1,0,0,2.2,359,0,0,0,165.33
2021,1,15,2,0,0,2.1,359,0,0,0,154.21
2021,1,15,3,0,0,2,358,0,0,0,141.71
2021,1,15,4,0,0,1.9000000000000001,1,0,0,0,128.96
2021,1,15,5,0,0,1.7000000000000002,12,0,0,0,116.27
2021,1,15,6,0,0,1.6,33,0,0,0,103.84
2021,1,15,7,0,1,1.6,61,0,0,0,91.84
2021,1,15,8,0,0,3,85,32,705,149,80.46000000000001
2021,1,15,9,0,0,3.3000000000000003,100,45,894,347,70.29
2021,1,15,10,0,0,1.9000000000000001,55,54,975,515,61.730000000000004
2021,1,15,11,0,0,2.6,355,59,1022,637,55.58
2021,1,15,12,0,0,3.2,335,61,1036,689,52.730000000000004
2021,1,15,13,0,0,3.7,324,59,1033,671,53.71
2021,1,15,14,0,0,4,320,59,1003,586,58.32
2021,1,15,15,0,0,3.6,318,53,947,441,65.8
2021,1,15,16,0,0,1.5,310,43,822,252,75.26
2021,1,15,17,0,0,1.4000000000000001,296,21,480,55,85.96000000000001
2021,1,15,18,0,0,1.3,281,0,0,0,97.82000000000001
2021,1,15,19,0,0,1.4000000000000001,268,0,0,0,110.06
2021,1,15,20,0,0,1.5,261,0,0,0,122.65
2021,1,15,21,0,0,1.6,259,0,0,0,135.39000000000001
2021,1,15,22,0,0,1.6,258,0,0,0,148.06
2021,1,15,23,0,0,1.6,262,0,0,0,160.1
2021,1,16,0,0,0,1.6,268,0,0,0,168.71
2021,1,16,1,0,0,1.4000000000000001,278,0,0,0,165.24
2021,1,16,2,0,0,1.2000000000000002,283,0,0,0,154.19
2021,1,16,3,0,0,0.9,261,0,0,0,141.70000000000002
2021,1,16,4,0,0,1.2000000000000002,214,0,0,0,128.95
2021,1,16,5,0,0,1.6,203,0,0,0,116.26
2021,1,16,6,0,8,1.7000000000000002,206,0,0,0,103.81
2021,1,16,7,0,7,1.5,214,0,0,0,91.8
2021,1,16,8,0,0,1.9000000000000001,217,35,684,149,80.41
2021,1,16,9,0,1,1.4000000000000001,209,51,873,346,70.2
2021,1,16,10,0,0,1.3,251,60,950,511,61.61
2021,1,16,11,0,0,2.6,273,67,980,623,55.43
2021,1,16,12,0,0,3.8000000000000003,284,71,993,674,52.550000000000004
2021,1,16,13,0,7,4.4,292,249,417,497,53.51
2021,1,16,14,0,8,5.5,306,144,651,487,58.11
2021,1,16,15,0,1,5.2,326,67,871,427,65.6
2021,1,16,16,0,8,2.6,344,79,437,192,75.07000000000001
2021,1,16,17,0,0,1.9000000000000001,6,23,401,53,85.79
2021,1,16,18,0,0,2,12,0,0,0,97.65
2021,1,16,19,0,0,2.2,10,0,0,0,109.9
2021,1,16,20,0,0,2.1,12,0,0,0,122.49000000000001
2021,1,16,21,0,0,1.9000000000000001,23,0,0,0,135.24
2021,1,16,22,0,0,1.7000000000000002,36,0,0,0,147.9
2021,1,16,23,0,0,1.6,50,0,0,0,159.92000000000002
2021,1,17,0,0,0,1.4000000000000001,63,0,0,0,168.5
2021,1,17,1,0,0,1.3,73,0,0,0,165.14000000000001
2021,1,17,2,0,0,1.2000000000000002,67,0,0,0,154.15
2021,1,17,3,0,0,1,58,0,0,0,141.69
2021,1,17,4,0,0,0.6000000000000001,33,0,0,0,128.94
2021,1,17,5,0,0,0.6000000000000001,339,0,0,0,116.24000000000001
2021,1,17,6,0,8,0.8,320,0,0,0,103.78
2021,1,17,7,0,8,0.8,314,0,0,0,91.76
2021,1,17,8,0,0,1.1,308,33,695,150,80.34
2021,1,17,9,0,0,1.2000000000000002,279,47,886,348,70.11
2021,1,17,10,0,0,2.2,286,53,970,516,61.480000000000004
2021,1,17,11,0,0,2.8000000000000003,285,58,1008,632,55.27
2021,1,17,12,0,0,3.3000000000000003,282,60,1022,684,52.36
2021,1,17,13,0,0,3.6,284,58,1019,667,53.300000000000004
2021,1,17,14,0,0,3.6,286,60,988,585,57.9
2021,1,17,15,0,0,3.1,283,53,932,441,65.39
2021,1,17,16,0,0,1.3,273,42,814,254,74.88
2021,1,17,17,0,0,1.1,250,21,488,59,85.62
2021,1,17,18,0,1,1.1,214,0,0,0,97.48
