,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2019-01-01,,,,,,,,,,,,,,,,,,104.3712757201646,,104.3712757201646,,104.3712757201646,,104.3712757201646
2019-01-02,,104.3712757201646,,,154.61201646090535,,154.61201646090535,,154.61201646090535,,154.61201646090535,,154.61201646090535,,,,121.07802469135802,,121.07802469135802,,121.07802469135802,,121.07802469135802,
2019-01-03,121.07802469135802,,,,,182.23901234567901,,182.23901234567901,,182.23901234567901,,182.23901234567901,,,,,139.86617283950616,,139.86617283950616,,139.86617283950616,,139.86617283950616,
2019-01-04,139.86617283950616,,,,,,224.94584362139918,,224.94584362139918,,224.94584362139918,,224.94584362139918,,,,,,,133.66181069958847,,,,133.66181069958847
2019-01-05,,133.66181069958847,,,,,,,,186.93703703703704,,186.93703703703704,,186.93703703703704,,,,,102.19843621399177,,102.19843621399177,,102.19843621399177,
2019-01-06,102.19843621399177,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,,,,,144.98691358024692,,144.98691358024692,,144.98691358024692,,144.98691358024692,,144.98691358024692,,126.7643621399177,,126.7643621399177,,126.7643621399177,,126.7643621399177,,126.7643621399177,
2019-01-08,126.7643621399177,,,,,,,,,,,,,,,,,56.19432098765432,,56.19432098765432,,56.19432098765432,,56.19432098765432
2019-01-09,,56.19432098765432,149.54477366255145,,149.54477366255145,,149.54477366255145,,149.54477366255145,,149.54477366255145,,149.54477366255145,,63.81390946502058,,63.81390946502058,,63.81390946502058,,63.81390946502058,,63.81390946502058,
2019-01-10,63.81390946502058,,,,,,,,,,,,,,57.27028806584362,,57.27028806584362,,57.27028806584362,,57.27028806584362,,57.27028806584362,
2019-01-11,57.27028806584362,,,,,,,,,,,,,,,,,,,,,,,
2019-01-12,,,,,,167.060658436214,,167.060658436214,,167.060658436214,,167.060658436214,,167.060658436214,68.46831275720164,,68.46831275720164,,68.46831275720164,,68.46831275720164,,68.46831275720164,
2019-01-13,68.46831275720164,,,,177.06238683127572,,177.06238683127572,,177.06238683127572,,177.06238683127572,,177.06238683127572,,,,,,,,,,,
2019-01-14,,,,,,166.03637860082304,,166.03637860082304,,166.03637860082304,,166.03637860082304,,166.03637860082304,,,94.41226337448559,,94.41226337448559,,94.41226337448559,,94.41226337448559,
2019-01-15,94.41226337448559,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,,,,,146.9474074074074,,146.9474074074074,,146.9474074074074,,146.9474074074074,,146.9474074074074,,,,99.15662551440329,,99.15662551440329,,99.15662551440329,,99.15662551440329,
2019-01-17,99.15662551440329,,,,,,,,,,,,,,,,,,,,,80.38584362139918,,80.38584362139918
2019-01-18,,,136.19604938271604,,136.19604938271604,,136.19604938271604,,136.19604938271604,,136.19604938271604,,136.19604938271604,,,,79.8966255144033,,79.8966255144033,,79.8966255144033,,79.8966255144033,
2019-01-19,79.8966255144033,,,,,146.7882304526749,,146.7882304526749,,146.7882304526749,,146.7882304526749,,146.7882304526749,,,108.53818930041152,,108.53818930041152,,108.53818930041152,,108.53818930041152,
2019-01-20,108.53818930041152,,,,,,201.95810699588478,,201.95810699588478,,201.95810699588478,,201.95810699588478,,,,,,,,,88.62024691358025,,88.62024691358025
2019-01-21,,88.62024691358025,,,,134.43860082304528,,134.43860082304528,,134.43860082304528,,134.43860082304528,,134.43860082304528,97.24395061728396,,97.24395061728396,,97.24395061728396,,97.24395061728396,,97.24395061728396,
2019-01-22,97.24395061728396,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,,,,,178.55037037037036,,178.55037037037036,,178.55037037037036,,178.55037037037036,,178.55037037037036,,132.440329218107,,132.440329218107,,132.440329218107,,132.440329218107,,132.440329218107,
2019-01-24,132.440329218107,,,,,,,,,,,,,,,,,92.30921810699589,,,,92.30921810699589,,92.30921810699589
2019-01-25,,92.30921810699589,,,192.28732510288066,,192.28732510288066,,192.28732510288066,,192.28732510288066,,192.28732510288066,,,,,,125.17884773662551,,125.17884773662551,,125.17884773662551,
2019-01-26,125.17884773662551,,,,,,,,,,,,,,,,93.27078189300411,,93.27078189300411,,93.27078189300411,,93.27078189300411,
2019-01-27,93.27078189300411,,,,198.30362139917696,,198.30362139917696,,198.30362139917696,,198.30362139917696,,198.30362139917696,,63.461810699588476,,63.461810699588476,,63.461810699588476,,63.461810699588476,,63.461810699588476,
2019-01-28,63.461810699588476,,63.461810699588476,,,172.44106995884775,,172.44106995884775,,172.44106995884775,,172.44106995884775,,172.44106995884775,,,89.65958847736626,,89.65958847736626,,89.65958847736626,,89.65958847736626,
2019-01-29,89.65958847736626,,,,195.95604938271606,,195.95604938271606,,195.95604938271606,,195.95604938271606,,195.95604938271606,,,,,,,,,,,
2019-01-30,,,,,,140.45242798353908,,140.45242798353908,,140.45242798353908,,140.45242798353908,,140.45242798353908,,,80.59086419753086,,80.59086419753086,,80.59086419753086,,80.59086419753086,
2019-01-31,80.59086419753086,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,,,,,186.61802469135802,,186.61802469135802,,186.61802469135802,,186.61802469135802,,186.61802469135802,,,,80.64962962962963,,80.64962962962963,,80.64962962962963,,80.64962962962963,
2019-02-02,80.64962962962963,,,,,,,,,,,,,,,,,64.37736625514404,,64.37736625514404,,64.37736625514404,,64.37736625514404
2019-02-03,,64.37736625514404,148.75440329218108,,148.75440329218108,,148.75440329218108,,148.75440329218108,,148.75440329218108,,148.75440329218108,,,,60.187407407407406,,60.187407407407406,,60.187407407407406,,60.187407407407406,
2019-02-04,60.187407407407406,,,,,89.39423868312757,,89.39423868312757,,89.39423868312757,,89.39423868312757,,89.39423868312757,,,43.626008230452676,,43.626008230452676,,43.626008230452676,,43.626008230452676,
2019-02-05,43.626008230452676,,151.95909465020577,,151.95909465020577,,151.95909465020577,,151.95909465020577,,151.95909465020577,,151.95909465020577,,,65.46584362139917,,65.46584362139917,,65.46584362139917,,65.46584362139917,,65.46584362139917
2019-02-06,,65.46584362139917,,112.93580246913581,,112.93580246913581,,112.93580246913581,,112.93580246913581,,112.93580246913581,,112.93580246913581,62.70798353909465,,62.70798353909465,,62.70798353909465,,62.70798353909465,,62.70798353909465,
2019-02-07,62.70798353909465,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,,,194.0359670781893,,194.0359670781893,,194.0359670781893,,194.0359670781893,,194.0359670781893,,194.0359670781893,,132.8475720164609,,132.8475720164609,,132.8475720164609,,132.8475720164609,,132.8475720164609,
2019-02-09,132.8475720164609,,,,,,,,,,,,,,,,,55.824609053497944,,55.824609053497944,,55.824609053497944,,55.824609053497944
2019-02-10,,55.824609053497944,,,137.28123456790124,,137.28123456790124,,137.28123456790124,,137.28123456790124,,137.28123456790124,,,,85.59991769547325,,85.59991769547325,,85.59991769547325,,85.59991769547325,
2019-02-11,85.59991769547325,,,,,,,,,,,120.32411522633745,,,86.77102880658437,,86.77102880658437,,86.77102880658437,,86.77102880658437,,86.77102880658437,
2019-02-12,86.77102880658437,,,,186.83851851851853,,186.83851851851853,,186.83851851851853,,186.83851851851853,,186.83851851851853,,,,139.80329218106996,,139.80329218106996,,139.80329218106996,,139.80329218106996,
2019-02-13,139.80329218106996,,139.80329218106996,106.95020576131687,,106.95020576131687,,106.95020576131687,,106.95020576131687,,106.95020576131687,,106.95020576131687,68.87506172839507,,68.87506172839507,,68.87506172839507,,68.87506172839507,,68.87506172839507,
2019-02-14,68.87506172839507,,,,,,,,,,,,,,,,,,,,,,,
2019-02-15,,,,105.15958847736626,,105.15958847736626,,105.15958847736626,,105.15958847736626,,105.15958847736626,,105.15958847736626,74.33242798353909,,74.33242798353909,,74.33242798353909,,74.33242798353909,,74.33242798353909,
2019-02-16,74.33242798353909,,,,,,,,,,,,,,,,,,,,,,,
2019-02-17,,,173.85893004115226,,173.85893004115226,,173.85893004115226,,173.85893004115226,,173.85893004115226,,173.85893004115226,,,,88.37012345679013,,88.37012345679013,,88.37012345679013,,88.37012345679013,
2019-02-18,88.37012345679013,,,,,,,,,,,,,,,,,,,46.86880658436214,,46.86880658436214,,46.86880658436214
2019-02-19,,46.86880658436214,128.70946502057612,,128.70946502057612,,128.70946502057612,,128.70946502057612,,128.70946502057612,,128.70946502057612,,93.32814814814814,,93.32814814814814,,93.32814814814814,,93.32814814814814,,93.32814814814814,
2019-02-20,93.32814814814814,,,128.85810699588478,,128.85810699588478,,128.85810699588478,,128.85810699588478,,128.85810699588478,,128.85810699588478,85.0237037037037,,85.0237037037037,,85.0237037037037,,85.0237037037037,,85.0237037037037,
2019-02-21,85.0237037037037,,,,150.0497119341564,,150.0497119341564,,150.0497119341564,,150.0497119341564,,150.0497119341564,,,63.09432098765432,,63.09432098765432,,63.09432098765432,,63.09432098765432,,63.09432098765432
